timestamp,endpoint,http_code,time_total
20260322-184600,api,200,0.227151
20260322-184601,api,200,0.191932
20260322-184602,api,200,0.223901
20260322-184604,api,200,0.315958
20260322-184605,api,200,0.293131
20260322-184606,api,200,0.258457
20260322-184608,api,200,0.234499
20260322-184609,api,200,0.268069
20260322-184610,api,200,0.403493
20260322-184612,api,200,0.190577
20260322-184613,api,200,0.296251
20260322-184615,api,200,0.338972
20260322-184616,api,200,0.318911
20260322-184617,api,200,0.387591
20260322-184619,api,200,0.307415
20260322-184620,api,200,0.257750
20260322-184621,api,200,0.272728
20260322-184623,api,200,0.253458
20260322-184624,api,200,0.258968
20260322-184625,api,200,0.303168
20260322-184627,api,200,0.267157
20260322-184628,api,200,0.185060
20260322-184629,api,200,0.258570
20260322-184631,api,200,0.268173
20260322-184632,api,200,0.335641
20260322-184633,api,200,0.178211
20260322-184635,api,200,0.348620
20260322-184636,api,200,0.339557
20260322-184637,api,200,0.254800
20260322-184639,api,200,0.281125
20260322-184640,api,200,0.258119
20260322-184641,api,200,0.245036
20260322-184643,api,200,0.192152
20260322-184644,api,200,0.239050
20260322-184645,api,200,0.306783
20260322-184647,api,200,0.309816
20260322-184648,api,200,0.186910
20260322-184649,api,200,0.314110
20260322-184651,api,200,0.245698
20260322-184652,api,200,0.256935
20260322-184653,api,200,0.260136
20260322-184654,api,200,0.258190
20260322-184656,api,200,0.237839
20260322-184657,api,200,0.299973
20260322-184658,api,200,0.235438
20260322-184700,api,200,0.267434
20260322-184701,api,200,0.255020
20260322-184702,api,200,0.265867
20260322-184704,api,200,0.221003
20260322-184705,api,200,0.237857
20260322-184706,api,200,0.314294
20260322-184708,api,200,0.346274
